name|owner|primaryLanguage|createdAt|updatedAt|url|popularity|cbo|dit|lcom|loc|compositeScore
JavaGuide|Snailclimb|Java|2018-05-07T13:27:00Z|2025-03-24T13:18:13Z|https://github.com/Snailclimb/JavaGuide|148860|0|0|0|0|0.1
hello-algo|krahets|Java|2022-11-04T11:08:34Z|2025-03-24T13:12:41Z|https://github.com/krahets/hello-algo|110946|1.87|1|4.71|7707|0.16643188144806256
java-design-patterns|iluwatar|Java|2014-08-09T16:45:18Z|2025-03-24T13:58:59Z|https://github.com/iluwatar/java-design-patterns|91049|3.36|1.2|1.87|34574|0.19218730931223743
mall|macrozheng|Java|2018-04-04T01:11:44Z|2025-03-24T12:46:33Z|https://github.com/macrozheng/mall|79618|3.93|1.24|1110.8|100903|0.19839853415626432
advanced-java|doocs|Java|2018-10-06T11:38:30Z|2025-03-24T11:35:02Z|https://github.com/doocs/advanced-java|77290|0|0|0|0|0.1
spring-boot|spring-projects|Java|2012-10-19T15:02:57Z|2025-03-24T12:40:14Z|https://github.com/spring-projects/spring-boot|76544|5.63|1.22|12.61|152801|0.21842829802159264
LeetCodeAnimation|MisterBooo|Java|2018-12-06T08:01:22Z|2025-03-24T07:06:37Z|https://github.com/MisterBooo/LeetCodeAnimation|75779|1|1|0|78|0.15672503240067714
elasticsearch|elastic|Java|2010-02-08T13:20:56Z|2025-03-24T13:16:57Z|https://github.com/elastic/elasticsearch|72083|||||0.1
interviews|kdn251|Java|2017-02-14T18:19:25Z|2025-03-24T07:46:06Z|https://github.com/kdn251/interviews|64031|1.19|1|0.29|5621|0.15884623529255118
Java|TheAlgorithms|Java|2016-07-16T10:21:02Z|2025-03-24T12:45:23Z|https://github.com/TheAlgorithms/Java|61151|1.99|1.05|6.94|51670|0.1700458451263618
spring-framework|spring-projects|Java|2010-12-08T04:04:45Z|2025-03-24T13:19:55Z|https://github.com/spring-projects/spring-framework|57618|||||0.1
ghidra|NationalSecurityAgency|Java|2019-03-01T03:27:48Z|2025-03-24T13:55:24Z|https://github.com/NationalSecurityAgency/ghidra|55629|||||0.1
Stirling-PDF|Stirling-Tools|Java|2023-01-27T18:22:42Z|2025-03-24T13:47:34Z|https://github.com/Stirling-Tools/Stirling-PDF|54770|7.83|1.32|12.93|17394|0.2475508172446228
guava|google|Java|2014-05-29T16:23:17Z|2025-03-24T13:52:09Z|https://github.com/google/guava|50606|4.04|1.8|47.81|254061|0.22703381335414413
RxJava|ReactiveX|Java|2013-01-08T20:11:48Z|2025-03-24T12:26:21Z|https://github.com/ReactiveX/RxJava|48052|2.52|1.32|47.42|370369|0.18819286915870873
jadx|skylot|Java|2013-03-18T17:08:21Z|2025-03-24T12:45:25Z|https://github.com/skylot/jadx|43268|4.43|1.66|31.85|122275|0.22503923291291364
dbeaver|dbeaver|Java|2015-10-21T08:26:28Z|2025-03-24T13:46:51Z|https://github.com/dbeaver/dbeaver|42377|||||0.1
JeecgBoot|jeecgboot|Java|2018-11-26T10:40:00Z|2025-03-24T12:58:23Z|https://github.com/jeecgboot/JeecgBoot|41986|7.73|1.2|64.28|35728|0.24087563988273047
dubbo|apache|Java|2012-06-19T07:56:02Z|2025-03-24T09:15:42Z|https://github.com/apache/dubbo|40839|5.4|1.29|47.53|245628|0.21898673454766593
termux-app|termux|Java|2015-10-23T09:42:46Z|2025-03-24T13:36:29Z|https://github.com/termux/termux-app|39984|5.91|1.43|60.83|24560|0.23103630671176092
MPAndroidChart|PhilJay|Java|2014-04-25T14:29:47Z|2025-03-24T08:30:29Z|https://github.com/PhilJay/MPAndroidChart|37875|8.84|1.98|91.03|21111|0.2887585852971867
tutorials|eugenp|Java|2013-04-29T18:26:36Z|2025-03-24T12:40:06Z|https://github.com/eugenp/tutorials|37102|3.81|1.12|6.74|384648|0.19355910904101528
arthas|alibaba|Java|2018-08-29T17:15:57Z|2025-03-24T12:57:52Z|https://github.com/alibaba/arthas|36086|4.76|1.36|36.57|47576|0.2150484874171179
hello-algorithm|geekxh|Java|2020-05-29T05:47:09Z|2025-03-24T09:37:17Z|https://github.com/geekxh/hello-algorithm|35529|1|1|0|61|0.15672503240067714
lottie-android|airbnb|Java|2016-10-06T22:42:42Z|2025-03-24T13:17:00Z|https://github.com/airbnb/lottie-android|35252|6.9|1.29|33.39|17877|0.23576235263049772
halo|halo-dev|Java|2018-03-21T12:56:52Z|2025-03-24T12:44:31Z|https://github.com/halo-dev/halo|35047|7.49|1.26|6.83|51859|0.24103144146009042
glide|bumptech|Java|2013-07-08T22:52:33Z|2025-03-24T11:36:03Z|https://github.com/bumptech/glide|34821|6.01|1.24|19.91|60639|0.22356988962096966
netty|netty|Java|2010-11-09T09:22:21Z|2025-03-24T11:36:06Z|https://github.com/netty/netty|33912|4.31|1.52|67.13|330055|0.21725819373683875
spring-boot-demo|xkcoding|Java|2017-11-10T06:27:29Z|2025-03-24T08:14:55Z|https://github.com/xkcoding/spring-boot-demo|33516|5.05|1.13|2.32|7163|0.20786957976450787
AndroidUtilCode|Blankj|Java|2016-07-30T18:18:32Z|2025-03-24T10:24:20Z|https://github.com/Blankj/AndroidUtilCode|33505|4.17|1.36|144.95|39995|0.20826684209002666
leetcode|doocs|Java|2018-09-16T14:03:03Z|2025-03-24T13:44:25Z|https://github.com/doocs/leetcode|33380|2.59|1.01|0.34|4393|0.17493545122807785
NewPipe|TeamNewPipe|Java|2015-09-03T23:39:26Z|2025-03-24T12:19:48Z|https://github.com/TeamNewPipe/NewPipe|33296|8.34|1.65|43.85|40963|0.26822502471939974
easyexcel|alibaba|Java|2018-02-06T03:14:08Z|2025-03-24T12:57:38Z|https://github.com/alibaba/easyexcel|33236|6.63|1.38|32.02|20545|0.2368499465625494
zxing|zxing|Java|2011-10-12T14:07:27Z|2025-03-24T13:02:50Z|https://github.com/zxing/zxing|33173|4.98|1.66|22.96|40017|0.23119689626340278
selenium|SeleniumHQ|Java|2013-01-14T21:40:56Z|2025-03-24T12:15:29Z|https://github.com/SeleniumHQ/selenium|31935|5.87|1.38|32.42|87681|0.22836235487179402
nacos|alibaba|Java|2018-06-15T06:49:27Z|2025-03-24T13:25:38Z|https://github.com/alibaba/nacos|31025|5.52|1.29|25.69|143241|0.22036568977413307
WxJava|binarywang|Java|2016-01-06T08:24:05Z|2025-03-24T09:37:02Z|https://github.com/binarywang/WxJava|30776|||||0.1
spring-boot-examples|ityouknow|Java|2016-11-05T05:32:33Z|2025-03-24T08:07:09Z|https://github.com/ityouknow/spring-boot-examples|30407|4.73|1.03|5.03|4461|0.19973551886647356
ruoyi-vue-pro|YunaiV|Java|2021-01-24T03:18:25Z|2025-03-24T13:10:21Z|https://github.com/YunaiV/ruoyi-vue-pro|29904|||||0.1
kafka|apache|Java|2011-08-15T18:06:16Z|2025-03-24T13:04:24Z|https://github.com/apache/kafka|29730|7.56|1.42|55.91|645091|0.24901495456372164
hutool|chinabugotech|Java|2014-04-13T07:23:51Z|2025-03-24T14:00:22Z|https://github.com/chinabugotech/hutool|29651|3.59|1.28|104.02|125149|0.19821830917076583
apollo|apolloconfig|Java|2016-03-04T10:24:23Z|2025-03-24T13:27:52Z|https://github.com/apolloconfig/apollo|29386|7.28|1.27|14.79|32879|0.23912777794208503
canal|alibaba|Java|2013-01-13T10:59:52Z|2025-03-24T11:37:04Z|https://github.com/alibaba/canal|28916|5.82|1.38|77.43|112533|0.22772379389522757
SpringAll|wuyouzhuguli|Java|2018-05-02T02:48:44Z|2025-03-24T12:21:16Z|https://github.com/wuyouzhuguli/SpringAll|28683|5.24|1.11|3.75|6035|0.209077589296639
xxl-job|xuxueli|Java|2015-11-28T12:59:34Z|2025-03-24T13:33:03Z|https://github.com/xuxueli/xxl-job|28487|4.67|1.13|20.59|8715|0.2035935808247104
spring-cloud-alibaba|alibaba|Java|2017-12-01T20:49:15Z|2025-03-24T10:08:04Z|https://github.com/alibaba/spring-cloud-alibaba|28322|||||0.1
druid|alibaba|Java|2011-11-03T05:12:51Z|2025-03-23T14:56:51Z|https://github.com/alibaba/druid|28091|5.09|1.94|231.16|337799|0.24481048501544572
vhr|lenve|Java|2018-01-04T08:57:51Z|2025-03-24T09:58:39Z|https://github.com/lenve/vhr|27671|4.44|1.02|48.33|2971|0.19596435746543184
JCSprout|crossoverJie|Java|2017-12-17T09:06:50Z|2025-03-22T14:21:07Z|https://github.com/crossoverJie/JCSprout|27110|1.96|1.09|1.77|4399|0.17154237382718904
miaosha|qiurunze123|Java|2018-09-14T04:36:24Z|2025-03-24T08:04:53Z|https://github.com/qiurunze123/miaosha|26284|4.15|1.13|14.3|8581|0.19779797858729958
keycloak|keycloak|Java|2013-07-02T13:38:51Z|2025-03-24T14:01:41Z|https://github.com/keycloak/keycloak|26124|||||0.1
Telegram|DrKLO|Java|2013-10-25T14:08:10Z|2025-03-24T11:45:09Z|https://github.com/DrKLO/Telegram|25926|6.83|1.67|62.31|1517995|0.25224120010650036
fastjson|alibaba|Java|2011-11-03T06:58:52Z|2025-03-24T12:52:58Z|https://github.com/alibaba/fastjson|25772|1.85|1.5|126.12|206496|0.18877121737239577
incubator-seata|apache|Java|2018-12-28T08:37:22Z|2025-03-24T10:28:17Z|https://github.com/apache/incubator-seata|25553|||||0.1
butterknife|JakeWharton|Java|2013-03-05T08:18:59Z|2025-03-24T11:55:18Z|https://github.com/JakeWharton/butterknife|25529|3.96|1.24|10.48|7712|0.20069445613700487
toBeTopJavaer|hollischuang|Java|2018-10-25T09:54:54Z|2025-03-24T09:58:34Z|https://github.com/hollischuang/toBeTopJavaer|25423|0|0|0|0|0.1
SmartRefreshLayout|scwang90|Java|2017-06-02T09:52:50Z|2025-03-23T11:33:55Z|https://github.com/scwang90/SmartRefreshLayout|25059|6.65|1.51|30.32|18146|0.24299886635370355
proxyee-down|proxyee-down-org|Java|2017-10-25T10:07:27Z|2025-03-24T08:46:37Z|https://github.com/proxyee-down-org/proxyee-down|24901|5.52|1.47|19.52|3392|0.2285771410989151
EventBus|greenrobot|Java|2012-07-16T16:55:40Z|2025-03-24T12:05:46Z|https://github.com/greenrobot/EventBus|24742|3.43|1.84|9.05|5269|0.22211337522417884
flink|apache|Java|2014-06-07T07:00:10Z|2025-03-24T11:51:47Z|https://github.com/apache/flink|24657|||||0.1
Hystrix|Netflix|Java|2012-11-19T20:14:46Z|2025-03-24T11:46:43Z|https://github.com/Netflix/Hystrix|24281|3.34|1.57|20.25|62010|0.208787706867955
skywalking|apache|Java|2015-11-07T03:30:36Z|2025-03-24T13:03:38Z|https://github.com/apache/skywalking|24164|||||0.1
libgdx|libgdx|Java|2012-08-10T19:34:38Z|2025-03-24T10:47:17Z|https://github.com/libgdx/libgdx|23845|||||0.1
bazel|bazelbuild|Java|2014-06-12T16:00:38Z|2025-03-24T11:23:40Z|https://github.com/bazelbuild/bazel|23810|7.56|1.63|68.67|589322|0.25855941275884164
jenkins|jenkinsci|Java|2010-11-22T21:21:23Z|2025-03-24T09:58:19Z|https://github.com/jenkinsci/jenkins|23775|6.15|1.91|46.09|184102|0.25561052386295036
redisson|redisson|Java|2014-01-11T14:06:25Z|2025-03-24T13:59:53Z|https://github.com/redisson/redisson|23689|5.97|1.35|178.35|161838|0.22785224058515297
gson|google|Java|2015-03-19T18:21:20Z|2025-03-24T12:46:02Z|https://github.com/google/gson|23629|3.04|1.28|20.55|34414|0.1922252433742672
Mindustry|Anuken|Java|2017-04-30T01:24:29Z|2025-03-24T12:59:05Z|https://github.com/Anuken/Mindustry|23499|||||0.1
openapi-generator|OpenAPITools|Java|2018-05-12T09:57:56Z|2025-03-24T13:20:03Z|https://github.com/OpenAPITools/openapi-generator|23186|5.21|1.23|84.01|250027|0.214066517531245
Sentinel|alibaba|Java|2018-04-04T06:37:33Z|2025-03-24T13:42:57Z|https://github.com/alibaba/Sentinel|22635|5|1.11|6.85|5404|0.20639199769105132
source-code-hunter|doocs|Java|2019-10-28T01:35:10Z|2025-03-24T11:31:29Z|https://github.com/doocs/source-code-hunter|22570|0|0|0|0|0.1
FizzBuzzEnterpriseEdition|EnterpriseQualityCoding|Java|2012-11-24T00:14:41Z|2025-03-24T12:54:44Z|https://github.com/EnterpriseQualityCoding/FizzBuzzEnterpriseEdition|22255|3|1|0.21|801|0.17905854983394068
SmartTube|yuliskov|Java|2020-07-28T12:53:52Z|2025-03-24T11:26:24Z|https://github.com/yuliskov/SmartTube|21909|6.64|1.56|64.54|233023|0.24510411672464433
ExoPlayer|google|Java|2014-06-13T21:19:18Z|2025-03-24T12:09:39Z|https://github.com/google/ExoPlayer|21807|7.59|1.3|52.22|262348|0.2438895686124736
awesome-system-design-resources|ashishps1|Java|2023-10-25T01:50:42Z|2025-03-24T13:56:07Z|https://github.com/ashishps1/awesome-system-design-resources|21750|0.82|1|0|336|0.15471498214942087
rocketmq|apache|Java|2016-11-30T08:00:08Z|2025-03-24T12:08:44Z|https://github.com/apache/rocketmq|21642|6.86|1.33|114.24|215965|0.23699391302499778
Apktool|iBotPeaches|Java|2012-03-19T17:46:53Z|2025-03-24T09:32:45Z|https://github.com/iBotPeaches/Apktool|21581|6.48|1.83|53.49|9858|0.2556377813012458
eladmin|elunez|Java|2018-12-14T08:54:24Z|2025-03-24T12:40:27Z|https://github.com/elunez/eladmin|21560|7.98|1.16|6.43|8076|0.24194814911792495
Chat2DB|CodePhiliaX|Java|2023-06-20T14:05:26Z|2025-03-24T13:44:46Z|https://github.com/CodePhiliaX/Chat2DB|21560|6.05|1.27|16.16|34645|0.2253899930399971
graal|oracle|Java|2016-01-14T17:11:35Z|2025-03-24T07:52:52Z|https://github.com/oracle/graal|20730|||||0.1
jdk|openjdk|Java|2018-09-17T12:29:20Z|2025-03-24T13:30:16Z|https://github.com/openjdk/jdk|20671|||||0.1
GSYVideoPlayer|CarGuo|Java|2016-11-13T12:34:31Z|2025-03-24T12:10:09Z|https://github.com/CarGuo/GSYVideoPlayer|20613|5.52|1.58|55.85|31257|0.23352378582695976
conductor|conductor-oss|Java|2023-12-08T06:06:09Z|2025-03-24T13:10:53Z|https://github.com/conductor-oss/conductor|20394|6.41|1.22|68.67|83136|0.22703860955273264
HikariCP|brettwooldridge|Java|2013-10-08T05:43:03Z|2025-03-24T12:49:52Z|https://github.com/brettwooldridge/HikariCP|20327|4.53|1.29|179.68|11325|0.2090359831481893
DoKit|didi|Java|2018-08-14T10:32:07Z|2025-03-24T06:51:47Z|https://github.com/didi/DoKit|20290|4.51|1.32|71.77|80480|0.21037169650826237
shardingsphere|apache|Java|2016-01-18T12:49:26Z|2025-03-24T13:44:46Z|https://github.com/apache/shardingsphere|20130|6.59|1.45|27.59|187147|0.2396002296253666
mybatis-3|mybatis|Java|2013-02-14T19:03:32Z|2025-03-24T12:54:07Z|https://github.com/mybatis/mybatis-3|20012|3.54|1.24|20.99|60362|0.1959856086946794
RxAndroid|ReactiveX|Java|2014-08-19T03:46:38Z|2025-03-24T12:10:26Z|https://github.com/ReactiveX/RxAndroid|19865|2.27|1.13|3.09|1452|0.17682409808811195
dataease|dataease|Java|2021-02-02T04:10:21Z|2025-03-24T12:55:06Z|https://github.com/dataease/dataease|19690|4.92|1.21|22.27|39323|0.21002697023072314
litemall|linlinjava|Java|2018-03-22T16:42:30Z|2025-03-24T08:41:13Z|https://github.com/linlinjava/litemall|19558|4.62|1.13|1532.88|90884|0.2003401357097808
LSPosed|LSPosed|Java|2020-12-12T08:39:37Z|2025-03-24T12:42:59Z|https://github.com/LSPosed/LSPosed|19535|5.52|1.65|48.11|22952|0.23672664557466389
SpringBoot-Labs|yudaocode|Java|2018-09-12T14:51:46Z|2025-03-24T08:24:02Z|https://github.com/yudaocode/SpringBoot-Labs|19482|4.49|1.05|1.6|10556|0.19797272630291557
PhotoView|Baseflow|Java|2012-07-17T16:39:00Z|2025-03-24T09:55:15Z|https://github.com/Baseflow/PhotoView|18834|4.73|1.36|24.6|1792|0.21473481114153248
cat|dianping|Java|2012-12-05T02:31:48Z|2025-03-24T13:38:11Z|https://github.com/dianping/cat|18818|5.53|1.43|23.04|98001|0.22686021399626738
DSA-Bootcamp-Java|kunal-kushwaha|Java|2021-07-30T12:23:25Z|2025-03-24T12:52:42Z|https://github.com/kunal-kushwaha/DSA-Bootcamp-Java|18623|1.27|1.08|3.5|6614|0.16337851724636035
thingsboard|thingsboard|Java|2016-12-01T09:33:30Z|2025-03-24T10:16:01Z|https://github.com/thingsboard/thingsboard|18492|||||0.1
SpringCloudLearning|forezp|Java|2017-04-08T10:06:56Z|2025-03-23T15:52:45Z|https://github.com/forezp/SpringCloudLearning|17923|4.55|1.05|0.55|1123|0.19864461429014346
Algorithms|williamfiset|Java|2017-03-18T02:50:46Z|2025-03-24T13:48:53Z|https://github.com/williamfiset/Algorithms|17771|2.61|1.05|16.2|32495|0.17695284902082953
intellij-community|JetBrains|Java|2011-09-30T13:33:05Z|2025-03-24T11:07:29Z|https://github.com/JetBrains/intellij-community|17763|||||0.1
antlr4|antlr|Java|2010-02-04T01:36:28Z|2025-03-24T10:16:13Z|https://github.com/antlr/antlr4|17727|5.77|1.84|48.3|41027|0.24817407987645534
disruptor|LMAX-Exchange|Java|2012-09-21T13:42:24Z|2025-03-24T13:57:31Z|https://github.com/LMAX-Exchange/disruptor|17689|4.48|1.29|25.88|13167|0.20875172749545196
APIJSON|Tencent|Java|2016-11-21T12:03:29Z|2025-03-24T12:26:40Z|https://github.com/Tencent/APIJSON|17595|5.58|1.27|1181.4|13287|0.21806491899080674
tinker|Tencent|Java|2016-09-06T06:57:52Z|2025-03-19T03:08:49Z|https://github.com/Tencent/tinker|17259|4.8|1.61|28.43|40089|0.22689919343141796
Sa-Token|dromara|Java|2020-02-03T10:34:29Z|2025-03-24T11:39:10Z|https://github.com/dromara/Sa-Token|17239|4.37|1.24|62.35|23676|0.20518046483316266
zipkin|openzipkin|Java|2012-06-06T18:26:16Z|2025-03-24T03:50:08Z|https://github.com/openzipkin/zipkin|17151|||||0.1
fresco|facebook|Java|2015-03-02T09:58:04Z|2025-03-23T14:56:02Z|https://github.com/facebook/fresco|17099|6.86|1.4|26.46|61598|0.24033941448146545
yudao-cloud|YunaiV|Java|2019-05-02T16:06:49Z|2025-03-24T11:46:59Z|https://github.com/YunaiV/yudao-cloud|16934|7.83|1.21|16.27|81686|0.24253347540779943
analysis-ik|infinilabs|Java|2011-12-16T09:01:45Z|2025-03-24T09:19:18Z|https://github.com/infinilabs/analysis-ik|16882|4.89|1.38|14.16|2379|0.2174512896474633
JustAuth|justauth|Java|2019-01-31T09:42:20Z|2025-03-24T14:00:34Z|https://github.com/justauth/JustAuth|16822|5.51|1.34|12.98|6054|0.22255457551978997
Android-Universal-Image-Loader|nostra13|Java|2011-11-27T18:48:23Z|2025-03-22T14:43:59Z|https://github.com/nostra13/Android-Universal-Image-Loader|16776|4.86|1.59|28.84|7434|0.2266573177772087
java8-tutorial|winterbe|Java|2014-03-16T17:25:43Z|2025-03-24T12:03:01Z|https://github.com/winterbe/java8-tutorial|16772|1.03|1|3.91|2081|0.15705307264643545
mybatis-plus|baomidou|Java|2016-08-18T10:06:53Z|2025-03-24T13:02:41Z|https://github.com/baomidou/mybatis-plus|16732|5.95|1.33|25.66|36117|0.22698985341179093
zheng|shuzheng|Java|2016-10-04T10:07:06Z|2025-03-24T08:08:13Z|https://github.com/shuzheng/zheng|16712|4.53|1.41|340.86|41742|0.2142157097745821
material-components-android|material-components|Java|2016-12-05T16:11:29Z|2025-03-24T09:08:40Z|https://github.com/material-components/material-components-android|16626|7.1|1.53|89.62|111645|0.24882947338659375
kestra|kestra-io|Java|2019-08-24T13:56:15Z|2025-03-24T13:25:26Z|https://github.com/kestra-io/kestra|16561|8.18|1.4|13.21|57321|0.25510339621707895
Grasscutter|Grasscutters|Java|2022-04-17T12:43:46Z|2025-03-24T10:31:17Z|https://github.com/Grasscutters/Grasscutter|16472|||||0.1
springboot-learning-example|JeffLi1993|Java|2017-02-06T07:02:25Z|2025-03-23T17:42:40Z|https://github.com/JeffLi1993/springboot-learning-example|16449|4.61|1.04|2.85|1641|0.19885495127528147
caffeine|ben-manes|Java|2014-12-13T08:45:11Z|2025-03-24T13:26:48Z|https://github.com/ben-manes/caffeine|16420|4.91|1.63|146.89|82248|0.22882760805038532
DataX|alibaba|Java|2018-01-18T10:09:47Z|2025-03-24T06:34:47Z|https://github.com/alibaba/DataX|16311|4.49|1.72|17.65|79597|0.22846804110713467
BigData-Notes|heibaiying|Java|2019-03-10T01:40:01Z|2025-03-24T11:08:40Z|https://github.com/heibaiying/BigData-Notes|16288|5.71|1.22|0.82|2124|0.21934266500498864
Ehviewer_CN_SXJ|xiaojieonly|Java|2020-11-09T06:14:31Z|2025-03-24T13:41:36Z|https://github.com/xiaojieonly/Ehviewer_CN_SXJ|16285|6.89|1.71|67.17|75074|0.2547248791661029
presto|prestodb|Java|2012-08-09T01:03:37Z|2025-03-24T13:50:40Z|https://github.com/prestodb/presto|16280|7.44|1.53|43.08|76240|0.2527091753162013
SpringBoot-Learning|dyc87112|Java|2016-08-21T03:39:06Z|2025-03-24T07:03:51Z|https://github.com/dyc87112/SpringBoot-Learning|15770|4.45|1.03|1.45|2790|0.19661515405763996
VirtualXposed|android-hacker|Java|2017-12-01T09:00:58Z|2025-03-24T01:57:57Z|https://github.com/android-hacker/VirtualXposed|15631|3.95|2.79|14.7|47736|0.27119030025732427
tech-interview-for-developer|gyoogle|Java|2019-06-09T04:42:57Z|2025-03-24T11:26:05Z|https://github.com/gyoogle/tech-interview-for-developer|15553|1.31|1|0.92|636|0.16018514605130324
Android-CleanArchitecture|android10|Java|2014-08-19T14:09:26Z|2025-03-24T01:24:52Z|https://github.com/android10/Android-CleanArchitecture|15535|5.14|1.43|6.72|2260|0.22253418948495002
mockito|mockito|Java|2012-10-13T20:27:12Z|2025-03-23T14:53:28Z|https://github.com/mockito/mockito|15091|3.47|1.4|18.39|52064|0.20249784987428127
questdb|questdb|Java|2014-04-28T23:29:15Z|2025-03-24T04:37:28Z|https://github.com/questdb/questdb|15005|6.07|1.82|246.79|547302|0.250259266855207
hadoop|apache|Java|2014-08-28T07:00:08Z|2025-03-24T07:25:16Z|https://github.com/apache/hadoop|15000|6.89|1.66|55.77|1128901|0.25246729112344085
bytecode-viewer|Konloch|Java|2014-10-14T10:26:46Z|2025-03-24T13:19:00Z|https://github.com/Konloch/bytecode-viewer|14915|4.77|2.06|13.29|22591|0.24709230546102973
flink-learning|zhisheng17|Java|2019-01-01T07:38:28Z|2025-03-24T13:39:09Z|https://github.com/zhisheng17/flink-learning|14702|4.28|1.13|3.32|14333|0.19926924933717272
CircleImageView|hdodenhof|Java|2014-01-17T16:44:46Z|2025-03-23T01:48:48Z|https://github.com/hdodenhof/CircleImageView|14546|11|2.33|178.67|360|0.32866833270938867
pulsar|apache|Java|2016-06-28T07:00:03Z|2025-03-24T11:14:08Z|https://github.com/apache/pulsar|14507|6.83|1.71|83.53|500167|0.2540257067640678
QMUI_Android|Tencent|Java|2017-04-21T10:03:18Z|2025-03-24T07:32:12Z|https://github.com/Tencent/QMUI_Android|14477|5.47|1.63|35.34|58309|0.2352798943553004
ARouter|alibaba|Java|2016-12-14T01:27:49Z|2025-03-24T09:02:49Z|https://github.com/alibaba/ARouter|14473|3.69|1.41|17.45|3165|0.20541183402723046
vert.x|eclipse-vertx|Java|2011-06-17T14:54:55Z|2025-03-24T12:49:12Z|https://github.com/eclipse-vertx/vert.x|14440|||||0.1
logstash|elastic|Java|2010-11-18T01:31:50Z|2025-03-23T00:42:00Z|https://github.com/elastic/logstash|14392|5.52|1.64|21.43|39537|0.23631861194531478
jd-gui|java-decompiler|Java|2015-03-25T05:28:41Z|2025-03-24T13:38:48Z|https://github.com/java-decompiler/jd-gui|14387|4.54|2.42|11.12|19309|0.2609286863022279
Arduino|arduino|Java|2010-09-17T19:10:36Z|2025-03-23T19:08:19Z|https://github.com/arduino/Arduino|14288|4.13|1.77|32.72|25793|0.22669898822910378
quarkus|quarkusio|Java|2018-07-06T00:44:20Z|2025-03-24T13:10:52Z|https://github.com/quarkusio/quarkus|14246|4.56|1.54|18.8|85624|0.22104722228525242
neo4j|neo4j|Java|2012-11-12T08:46:15Z|2025-03-24T12:28:25Z|https://github.com/neo4j/neo4j|13996|||||0.1
supertokens-core|supertokens|Java|2020-01-05T13:30:52Z|2025-03-24T12:03:23Z|https://github.com/supertokens/supertokens-core|13977|11.09|1.6|71.18|105652|0.2966075158312955
deeplearning4j|deeplearning4j|Java|2013-11-27T02:03:28Z|2025-03-24T06:58:36Z|https://github.com/deeplearning4j/deeplearning4j|13885|8.58|2.17|56112.62|544534|0.19467344314587365
logger|orhanobut|Java|2015-03-20T22:30:12Z|2025-03-22T20:01:36Z|https://github.com/orhanobut/logger|13849|5.83|1.17|14.94|827|0.21837963049805104
jib|GoogleContainerTools|Java|2018-01-22T18:30:43Z|2025-03-24T14:01:23Z|https://github.com/GoogleContainerTools/jib|13844|7.06|1.22|17.07|35160|0.23438908227212676
onedev|theonedev|Java|2018-11-06T02:57:01Z|2025-03-24T13:25:42Z|https://github.com/theonedev/onedev|13791|5.75|1.4|22.92|281473|0.22795041333996058
zuul|Netflix|Java|2013-03-13T18:53:57Z|2025-03-24T13:47:05Z|https://github.com/Netflix/zuul|13660|6.41|1.59|25.23|21594|0.24397251732005615
druid|apache|Java|2012-10-23T19:08:07Z|2025-03-24T12:18:03Z|https://github.com/apache/druid|13647|||||0.1
Luban|Curzibn|Java|2016-07-24T07:43:21Z|2025-03-23T10:50:09Z|https://github.com/Curzibn/Luban|13631|2.97|1.17|10.86|1088|0.18644943648635792
spring-analysis|seaswalker|Java|2016-09-09T07:46:32Z|2025-03-24T13:17:25Z|https://github.com/seaswalker/spring-analysis|13610|2.42|1.24|1.79|378|0.18351284625518166
AndroidAutoSize|JessYanCoding|Java|2018-08-17T09:04:19Z|2025-03-21T07:53:10Z|https://github.com/JessYanCoding/AndroidAutoSize|13593|5.41|1.41|31.29|1720|0.22459431618929376
pinpoint|pinpoint-apm|Java|2014-10-20T09:27:22Z|2025-03-24T12:20:39Z|https://github.com/pinpoint-apm/pinpoint|13550|5.15|1.14|11.64|283653|0.20942524575979898
tink|tink-crypto|Java|2014-06-06T16:21:09Z|2025-03-23T09:08:05Z|https://github.com/tink-crypto/tink|13525|7.67|1.29|30.08|82161|0.24436679977881293
Material-Animations|lgvalle|Java|2015-03-08T20:54:00Z|2025-03-23T08:11:24Z|https://github.com/lgvalle/Material-Animations|13514|4.4|1.47|4.76|1010|0.2160964660009102
Android-PickerView|Bigkoo|Java|2014-12-28T01:46:38Z|2025-03-22T09:34:45Z|https://github.com/Bigkoo/Android-PickerView|13471|3.73|1.15|15.49|4421|0.1940169023305252
piggymetrics|sqshq|Java|2015-03-29T17:56:31Z|2025-03-24T08:35:45Z|https://github.com/sqshq/piggymetrics|13426|6.04|1.06|3.83|1881|0.21573309907044735
PictureSelector|LuckSiege|Java|2017-01-04T07:47:39Z|2025-03-23T03:50:02Z|https://github.com/LuckSiege/PictureSelector|13409|5.16|1.24|49.45|39103|0.2140253415278074
doris|apache|Java|2017-08-10T12:13:30Z|2025-03-24T12:29:36Z|https://github.com/apache/doris|13373|0|0|0|0|0.1
zaproxy|zaproxy|Java|2015-06-03T16:55:01Z|2025-03-24T12:26:48Z|https://github.com/zaproxy/zaproxy|13369|4.74|1.91|69.52|182301|0.23982337491531175
dolphinscheduler|apache|Java|2019-03-01T16:39:25Z|2025-03-24T10:28:32Z|https://github.com/apache/dolphinscheduler|13345|0|0|0|0|0.1
Java|DuGuQiuBai|Java|2015-11-25T07:30:08Z|2025-03-24T13:10:04Z|https://github.com/DuGuQiuBai/Java|13226|0.77|1.18|1.08|10840|0.1623551657375529
